,dado,data,partido,variavel
2115,1,2009-06-01,PT,dispersao
2116,90,2009-06-01,PMDB,rice
2117,63,2009-06-01,PMDB,num_deputados
2118,89,2009-06-01,PMDB,governismo
2119,96,2009-06-01,PMDB,fidelidade_lider
2120,4,2009-06-01,PMDB,dispersao
2121,89,2009-06-01,PTB,rice
2122,14,2009-06-01,PTB,num_deputados
2123,89,2009-06-01,PTB,governismo
2124,95,2009-06-01,PTB,fidelidade_lider
2125,4,2009-06-01,PTB,dispersao
2126,86,2009-06-01,PV,rice
2127,9,2009-06-01,PV,num_deputados
2128,81,2009-06-01,PV,governismo
2129,95,2009-06-01,PV,fidelidade_lider
2130,5,2009-06-01,PV,dispersao
2131,87,2009-06-01,PSB,rice
2132,19,2009-06-01,PSB,num_deputados
2133,86,2009-06-01,PSB,governismo
2134,96,2009-06-01,PSB,fidelidade_lider
2135,5,2009-06-01,PSB,dispersao
2136,98,2009-06-01,PSOL,rice
2137,3,2009-06-01,PSOL,num_deputados
2138,62,2009-06-01,PSOL,governismo
2139,100,2009-06-01,PSOL,fidelidade_lider
2140,1,2009-06-01,PSOL,dispersao
2141,55,2009-06-01,PHS,rice
2142,2,2009-06-01,PHS,num_deputados
2143,95,2009-06-01,PHS,governismo
2144,1,2009-06-01,PHS,dispersao
2145,91,2009-06-01,PR,rice
2146,28,2009-06-01,PR,num_deputados
2147,89,2009-06-01,PR,governismo
2148,96,2009-06-01,PR,fidelidade_lider
2149,3,2009-06-01,PR,dispersao
2150,81,2009-06-01,DEM,rice
2151,34,2009-06-01,DEM,num_deputados
2152,55,2009-06-01,DEM,governismo
2153,95,2009-06-01,DEM,fidelidade_lider
2154,7,2009-06-01,DEM,dispersao
2155,71,2009-06-01,PRB,rice
2156,2,2009-06-01,PRB,num_deputados
2157,91,2009-06-01,PRB,governismo
2158,98,2009-06-01,PRB,fidelidade_lider
2159,2,2009-06-01,PRB,dispersao
2160,87,2009-06-01,PMN,rice
2161,3,2009-06-01,PMN,num_deputados
2162,93,2009-06-01,PMN,governismo
2163,98,2009-06-01,PMN,fidelidade_lider
2164,1,2009-06-01,PMN,dispersao
2165,78,2009-06-01,PSDB,rice
2166,36,2009-06-01,PSDB,num_deputados
2167,51,2009-06-01,PSDB,governismo
2168,88,2009-06-01,PSDB,fidelidade_lider
2169,8,2009-06-01,PSDB,dispersao
2170,85,2009-06-01,PP,rice
2171,27,2009-06-01,PP,num_deputados
2172,85,2009-06-01,PP,governismo
2173,94,2009-06-01,PP,fidelidade_lider
2174,6,2009-06-01,PP,dispersao
2175,13,2009-06-01,PTC,rice
2176,1,2009-06-01,PTC,num_deputados
2177,66,2009-06-01,PTC,governismo
2178,58,2009-06-01,PTC,fidelidade_lider
2179,2,2009-06-01,PTC,dispersao
2180,89,2009-06-01,PDT,rice
2181,18,2009-06-01,PDT,num_deputados
2182,88,2009-06-01,PDT,governismo
2183,97,2009-06-01,PDT,fidelidade_lider
2184,4,2009-06-01,PDT,dispersao
2185,0,2009-06-01,PTdoB,rice
2186,1,2009-06-01,PTdoB,num_deputados
2187,83,2009-06-01,PTdoB,governismo
2188,0,2009-06-01,PTdoB,dispersao
2189,83,2009-06-01,PPS,rice
2190,8,2009-06-01,PPS,num_deputados
2191,55,2009-06-01,PPS,governismo
2192,93,2009-06-01,PPS,fidelidade_lider
2193,5,2009-06-01,PPS,dispersao
2194,89,2012-02-01,PSC,rice
2195,11,2012-02-01,PSC,num_deputados
2196,92,2012-02-01,PSC,governismo
2197,96,2012-02-01,PSC,fidelidade_lider
2198,3,2012-02-01,PSC,dispersao
2199,97,2012-02-01,PT,rice
2200,66,2012-02-01,PT,num_deputados
2201,98,2012-02-01,PT,governismo
2202,98,2012-02-01,PT,fidelidade_lider
2203,1,2012-02-01,PT,dispersao
2204,94,2012-02-01,PMDB,rice
2205,56,2012-02-01,PMDB,num_deputados
2206,96,2012-02-01,PMDB,governismo
2207,96,2012-02-01,PMDB,fidelidade_lider
2208,2,2012-02-01,PMDB,dispersao
2209,90,2012-02-01,PSD,rice
2210,36,2012-02-01,PSD,num_deputados
2211,97,2012-02-01,PSD,governismo
2212,98,2012-02-01,PSD,fidelidade_lider
2213,3,2012-02-01,PSD,dispersao
2214,0,2012-02-01,PRP,rice
2215,1,2012-02-01,PRP,num_deputados
2216,89,2012-02-01,PRP,governismo
2217,100,2012-02-01,PRP,fidelidade_lider
2218,0,2012-02-01,PRP,dispersao
2219,87,2012-02-01,PTB,rice
2220,15,2012-02-01,PTB,num_deputados
2221,93,2012-02-01,PTB,governismo
2222,95,2012-02-01,PTB,fidelidade_lider
2223,5,2012-02-01,PTB,dispersao
2224,78,2012-02-01,PV,rice
2225,9,2012-02-01,PV,num_deputados
2226,85,2012-02-01,PV,governismo
2227,78,2012-02-01,PV,fidelidade_lider
2228,7,2012-02-01,PV,dispersao
2229,89,2012-02-01,PSB,rice
2230,23,2012-02-01,PSB,num_deputados
2231,93,2012-02-01,PSB,governismo
2232,95,2012-02-01,PSB,fidelidade_lider
2233,4,2012-02-01,PSB,dispersao
2234,94,2012-02-01,PSOL,rice
2235,3,2012-02-01,PSOL,num_deputados
2236,32,2012-02-01,PSOL,governismo
2237,98,2012-02-01,PSOL,fidelidade_lider
2238,1,2012-02-01,PSOL,dispersao
2239,24,2012-02-01,PHS,rice
2240,1,2012-02-01,PHS,num_deputados
2241,84,2012-02-01,PHS,governismo
2242,97,2012-02-01,PHS,fidelidade_lider
2243,1,2012-02-01,PHS,dispersao
2244,85,2012-02-01,PR,rice
2245,26,2012-02-01,PR,num_deputados
2246,83,2012-02-01,PR,governismo
2247,91,2012-02-01,PR,fidelidade_lider
2248,6,2012-02-01,PR,dispersao
2249,79,2012-02-01,DEM,rice
2250,20,2012-02-01,DEM,num_deputados
2251,53,2012-02-01,DEM,governismo
2252,91,2012-02-01,DEM,fidelidade_lider
2253,7,2012-02-01,DEM,dispersao
2254,97,2012-02-01,PRB,rice
2255,8,2012-02-01,PRB,num_deputados
2256,89,2012-02-01,PRB,governismo
2257,98,2012-02-01,PRB,fidelidade_lider
2258,1,2012-02-01,PRB,dispersao
2259,98,2012-02-01,PCdoB,rice
2260,10,2012-02-01,PCdoB,num_deputados
2261,97,2012-02-01,PCdoB,governismo
2262,99,2012-02-01,PCdoB,fidelidade_lider
2263,1,2012-02-01,PCdoB,dispersao
2264,64,2012-02-01,PMN,rice
2265,2,2012-02-01,PMN,num_deputados
2266,91,2012-02-01,PMN,governismo
2267,26,2012-02-01,PMN,fidelidade_lider
2268,4,2012-02-01,PMN,dispersao
2269,87,2012-02-01,PSDB,rice
2270,30,2012-02-01,PSDB,num_deputados
2271,47,2012-02-01,PSDB,governismo
2272,94,2012-02-01,PSDB,fidelidade_lider
2273,5,2012-02-01,PSDB,dispersao
2274,29,2012-02-01,PRTB,rice
2275,2,2012-02-01,PRTB,num_deputados
2276,98,2012-02-01,PRTB,governismo
2277,12,2012-02-01,PRTB,fidelidade_lider
2278,1,2012-02-01,PRTB,dispersao
2279,23,2012-02-01,PSL,rice
2280,2,2012-02-01,PSL,num_deputados
2281,98,2012-02-01,PSL,governismo
2282,86,2012-02-01,PSL,fidelidade_lider
2283,1,2012-02-01,PSL,dispersao
2284,89,2012-02-01,PP,rice
2285,26,2012-02-01,PP,num_deputados
2286,93,2012-02-01,PP,governismo
2287,95,2012-02-01,PP,fidelidade_lider
2288,5,2012-02-01,PP,dispersao
2289,0,2012-02-01,PTC,rice
2290,1,2012-02-01,PTC,num_deputados
2291,100,2012-02-01,PTC,governismo
2292,94,2012-02-01,PTC,fidelidade_lider
2293,0,2012-02-01,PTC,dispersao
2294,79,2012-02-01,PDT,rice
2295,19,2012-02-01,PDT,num_deputados
2296,86,2012-02-01,PDT,governismo
2297,92,2012-02-01,PDT,fidelidade_lider
2298,7,2012-02-01,PDT,dispersao
2299,62,2012-02-01,PTdoB,rice
2300,2,2012-02-01,PTdoB,num_deputados
2301,84,2012-02-01,PTdoB,governismo
2302,96,2012-02-01,PTdoB,fidelidade_lider
2303,2,2012-02-01,PTdoB,dispersao
2304,71,2012-02-01,PPS,rice
2305,7,2012-02-01,PPS,num_deputados
2306,53,2012-02-01,PPS,governismo
2307,95,2012-02-01,PPS,fidelidade_lider
2308,9,2012-02-01,PPS,dispersao
2309,87,2011-07-01,PSC,rice
2310,13,2011-07-01,PSC,num_deputados
2311,85,2011-07-01,PSC,governismo
2312,94,2011-07-01,PSC,fidelidade_lider
2313,5,2011-07-01,PSC,dispersao
2314,95,2011-07-01,PT,rice
2315,68,2011-07-01,PT,num_deputados
2316,96,2011-07-01,PT,governismo
2317,97,2011-07-01,PT,fidelidade_lider
2318,2,2011-07-01,PT,dispersao
2319,90,2011-07-01,PMDB,rice
2320,57,2011-07-01,PMDB,num_deputados
2321,91,2011-07-01,PMDB,governismo
2322,95,2011-07-01,PMDB,fidelidade_lider
2323,4,2011-07-01,PMDB,dispersao
2324,60,2011-07-01,PRP,rice
2325,2,2011-07-01,PRP,num_deputados
2326,95,2011-07-01,PRP,governismo
2327,100,2011-07-01,PRP,fidelidade_lider
2328,0,2011-07-01,PRP,dispersao
2329,92,2011-07-01,PTB,rice
2330,16,2011-07-01,PTB,num_deputados
2331,92,2011-07-01,PTB,governismo
2332,96,2011-07-01,PTB,fidelidade_lider
2333,3,2011-07-01,PTB,dispersao
2334,79,2011-07-01,PV,rice
2335,10,2011-07-01,PV,num_deputados
2336,69,2011-07-01,PV,governismo
2337,89,2011-07-01,PV,fidelidade_lider
2338,8,2011-07-01,PV,dispersao
2339,93,2011-07-01,PSB,rice
2340,24,2011-07-01,PSB,num_deputados
2341,94,2011-07-01,PSB,governismo
2342,95,2011-07-01,PSB,fidelidade_lider
2343,3,2011-07-01,PSB,dispersao
2344,85,2011-07-01,PSOL,rice
2345,3,2011-07-01,PSOL,num_deputados
2346,35,2011-07-01,PSOL,governismo
2347,94,2011-07-01,PSOL,fidelidade_lider
2348,2,2011-07-01,PSOL,dispersao
2349,64,2011-07-01,PHS,rice
2350,2,2011-07-01,PHS,num_deputados
2351,91,2011-07-01,PHS,governismo
2352,100,2011-07-01,PHS,fidelidade_lider
2353,2,2011-07-01,PHS,dispersao
2354,92,2011-07-01,PR,rice
2355,27,2011-07-01,PR,num_deputados
2356,93,2011-07-01,PR,governismo
2357,98,2011-07-01,PR,fidelidade_lider
2358,3,2011-07-01,PR,dispersao
2359,86,2011-07-01,DEM,rice
2360,28,2011-07-01,DEM,num_deputados
2361,45,2011-07-01,DEM,governismo
2362,93,2011-07-01,DEM,fidelidade_lider
2363,6,2011-07-01,DEM,dispersao
2364,94,2011-07-01,PRB,rice
2365,10,2011-07-01,PRB,num_deputados
2366,92,2011-07-01,PRB,governismo
2367,97,2011-07-01,PRB,fidelidade_lider
2368,2,2011-07-01,PRB,dispersao
2369,98,2011-07-01,PCdoB,rice
2370,12,2011-07-01,PCdoB,num_deputados
2371,93,2011-07-01,PCdoB,governismo
2372,99,2011-07-01,PCdoB,fidelidade_lider
2373,1,2011-07-01,PCdoB,dispersao
2374,77,2011-07-01,PMN,rice
2375,3,2011-07-01,PMN,num_deputados
2376,86,2011-07-01,PMN,governismo
2377,9,2011-07-01,PMN,fidelidade_lider
2378,4,2011-07-01,PMN,dispersao
2379,92,2011-07-01,PSDB,rice
2380,34,2011-07-01,PSDB,num_deputados
2381,42,2011-07-01,PSDB,governismo
2382,97,2011-07-01,PSDB,fidelidade_lider
2383,3,2011-07-01,PSDB,dispersao
2384,48,2011-07-01,PRTB,rice
2385,1,2011-07-01,PRTB,num_deputados
2386,95,2011-07-01,PRTB,governismo
2387,100,2011-07-01,PRTB,fidelidade_lider
2388,0,2011-07-01,PRTB,dispersao
2389,36,2011-07-01,PSL,rice
2390,2,2011-07-01,PSL,num_deputados
2391,90,2011-07-01,PSL,governismo
2392,89,2011-07-01,PSL,fidelidade_lider
2393,2,2011-07-01,PSL,dispersao
2394,87,2011-07-01,PP,rice
2395,30,2011-07-01,PP,num_deputados
2396,92,2011-07-01,PP,governismo
2397,92,2011-07-01,PP,fidelidade_lider
2398,5,2011-07-01,PP,dispersao
2399,0,2011-07-01,PTC,rice
2400,1,2011-07-01,PTC,num_deputados
2401,94,2011-07-01,PTC,governismo
2402,100,2011-07-01,PTC,fidelidade_lider
2403,0,2011-07-01,PTC,dispersao
2404,75,2011-07-01,PDT,rice
2405,21,2011-07-01,PDT,num_deputados
2406,86,2011-07-01,PDT,governismo
2407,84,2011-07-01,PDT,fidelidade_lider
2408,10,2011-07-01,PDT,dispersao
2409,94,2011-07-01,PTdoB,rice
2410,3,2011-07-01,PTdoB,num_deputados
2411,97,2011-07-01,PTdoB,governismo
2412,100,2011-07-01,PTdoB,fidelidade_lider
2413,0,2011-07-01,PTdoB,dispersao
2414,67,2011-07-01,PPS,rice
2415,8,2011-07-01,PPS,num_deputados
2416,38,2011-07-01,PPS,governismo
2417,88,2011-07-01,PPS,fidelidade_lider
2418,12,2011-07-01,PPS,dispersao
2419,89,2003-09-01,PSC,rice
2420,4,2003-09-01,PSC,num_deputados
2421,100,2003-09-01,PSC,governismo
2422,100,2003-09-01,PSC,fidelidade_lider
2423,0,2003-09-01,PSC,dispersao
2424,97,2003-09-01,PT,rice
2425,73,2003-09-01,PT,num_deputados
2426,98,2003-09-01,PT,governismo
2427,98,2003-09-01,PT,fidelidade_lider
2428,1,2003-09-01,PT,dispersao
2429,89,2003-09-01,PMDB,rice
2430,51,2003-09-01,PMDB,num_deputados
2431,91,2003-09-01,PMDB,governismo
2432,93,2003-09-01,PMDB,fidelidade_lider
2433,4,2003-09-01,PMDB,dispersao
2434,87,2003-09-01,PTB,rice
2435,36,2003-09-01,PTB,num_deputados
2436,92,2003-09-01,PTB,governismo
2437,94,2003-09-01,PTB,fidelidade_lider
2438,6,2003-09-01,PTB,dispersao
2439,97,2003-09-01,PL,rice
2440,26,2003-09-01,PL,num_deputados
2441,98,2003-09-01,PL,governismo
2442,96,2003-09-01,PL,fidelidade_lider
2443,1,2003-09-01,PL,dispersao
2444,73,2003-09-01,PV,rice
2445,4,2003-09-01,PV,num_deputados
2446,83,2003-09-01,PV,governismo
2447,86,2003-09-01,PV,fidelidade_lider
2448,9,2003-09-01,PV,dispersao
2449,92,2003-09-01,PSB,rice
2450,18,2003-09-01,PSB,num_deputados
2451,95,2003-09-01,PSB,governismo
2452,95,2003-09-01,PSB,fidelidade_lider
2453,3,2003-09-01,PSB,dispersao
2454,67,2003-09-01,DEM,rice
2455,46,2003-09-01,DEM,num_deputados
2456,56,2003-09-01,DEM,governismo
2457,86,2003-09-01,DEM,fidelidade_lider
2458,12,2003-09-01,DEM,dispersao
2459,96,2003-09-01,PCdoB,rice
2460,9,2003-09-01,PCdoB,num_deputados
2461,97,2003-09-01,PCdoB,governismo
2462,98,2003-09-01,PCdoB,fidelidade_lider
2463,1,2003-09-01,PCdoB,dispersao
2464,21,2003-09-01,PMN,rice
2465,1,2003-09-01,PMN,num_deputados
2466,100,2003-09-01,PMN,governismo
2467,0,2003-09-01,PMN,dispersao
2468,73,2003-09-01,PSDB,rice
2469,38,2003-09-01,PSDB,num_deputados
2470,58,2003-09-01,PSDB,governismo
2471,86,2003-09-01,PSDB,fidelidade_lider
2472,10,2003-09-01,PSDB,dispersao
2473,0,2003-09-01,PSL,rice
2474,1,2003-09-01,PSL,num_deputados
2475,97,2003-09-01,PSL,governismo
2476,100,2003-09-01,PSL,fidelidade_lider
2477,0,2003-09-01,PSL,dispersao
2478,98,2003-09-01,PRONA,rice
2479,5,2003-09-01,PRONA,num_deputados
2480,39,2003-09-01,PRONA,governismo
2481,1,2003-09-01,PRONA,dispersao
2482,81,2003-09-01,PP,rice
2483,32,2003-09-01,PP,num_deputados
2484,89,2003-09-01,PP,governismo
2485,89,2003-09-01,PP,fidelidade_lider
2486,7,2003-09-01,PP,dispersao
2487,86,2003-09-01,PDT,rice
2488,10,2003-09-01,PDT,num_deputados
2489,90,2003-09-01,PDT,governismo
2490,92,2003-09-01,PDT,fidelidade_lider
2491,5,2003-09-01,PDT,dispersao
2492,95,2003-09-01,PPS,rice
2493,15,2003-09-01,PPS,num_deputados
2494,97,2003-09-01,PPS,governismo
2495,99,2003-09-01,PPS,fidelidade_lider
2496,1,2003-09-01,PPS,dispersao
2497,73,2003-09-01,PPB,rice
2498,32,2003-09-01,PPB,num_deputados
2499,66,2003-09-01,PPB,governismo
2500,83,2003-09-01,PPB,fidelidade_lider
2501,9,2003-09-01,PPB,dispersao
2502,89,2003-11-01,PSC,rice
2503,4,2003-11-01,PSC,num_deputados
2504,99,2003-11-01,PSC,governismo
2505,100,2003-11-01,PSC,fidelidade_lider
2506,1,2003-11-01,PSC,dispersao
2507,96,2003-11-01,PT,rice
2508,71,2003-11-01,PT,num_deputados
2509,97,2003-11-01,PT,governismo
2510,97,2003-11-01,PT,fidelidade_lider
2511,2,2003-11-01,PT,dispersao
2512,90,2003-11-01,PMDB,rice
2513,50,2003-11-01,PMDB,num_deputados
2514,94,2003-11-01,PMDB,governismo
2515,93,2003-11-01,PMDB,fidelidade_lider
2516,4,2003-11-01,PMDB,dispersao
2517,85,2003-11-01,PTB,rice
2518,36,2003-11-01,PTB,num_deputados
2519,91,2003-11-01,PTB,governismo
2520,93,2003-11-01,PTB,fidelidade_lider
2521,7,2003-11-01,PTB,dispersao
2522,96,2003-11-01,PL,rice
2523,26,2003-11-01,PL,num_deputados
2524,96,2003-11-01,PL,governismo
2525,96,2003-11-01,PL,fidelidade_lider
2526,1,2003-11-01,PL,dispersao
2527,75,2003-11-01,PV,rice
2528,4,2003-11-01,PV,num_deputados
2529,85,2003-11-01,PV,governismo
2530,86,2003-11-01,PV,fidelidade_lider
2531,8,2003-11-01,PV,dispersao
2532,92,2003-11-01,PSB,rice
2533,17,2003-11-01,PSB,num_deputados
2534,94,2003-11-01,PSB,governismo
2535,95,2003-11-01,PSB,fidelidade_lider
2536,3,2003-11-01,PSB,dispersao
2537,66,2003-11-01,DEM,rice
2538,43,2003-11-01,DEM,num_deputados
2539,56,2003-11-01,DEM,governismo
2540,84,2003-11-01,DEM,fidelidade_lider
2541,12,2003-11-01,DEM,dispersao
2542,95,2003-11-01,PCdoB,rice
2543,9,2003-11-01,PCdoB,num_deputados
2544,97,2003-11-01,PCdoB,governismo
2545,97,2003-11-01,PCdoB,fidelidade_lider
2546,1,2003-11-01,PCdoB,dispersao
2547,0,2003-11-01,PMN,rice
2548,1,2003-11-01,PMN,num_deputados
2549,100,2003-11-01,PMN,governismo
2550,0,2003-11-01,PMN,dispersao
2551,72,2003-11-01,PSDB,rice
2552,36,2003-11-01,PSDB,num_deputados
2553,57,2003-11-01,PSDB,governismo
2554,84,2003-11-01,PSDB,fidelidade_lider
2555,10,2003-11-01,PSDB,dispersao
2556,0,2003-11-01,PSL,rice
2557,1,2003-11-01,PSL,num_deputados
2558,96,2003-11-01,PSL,governismo
2559,100,2003-11-01,PSL,fidelidade_lider
2560,0,2003-11-01,PSL,dispersao
2561,97,2003-11-01,PRONA,rice
2562,5,2003-11-01,PRONA,num_deputados
2563,39,2003-11-01,PRONA,governismo
2564,1,2003-11-01,PRONA,dispersao
2565,81,2003-11-01,PP,rice
2566,31,2003-11-01,PP,num_deputados
2567,89,2003-11-01,PP,governismo
2568,89,2003-11-01,PP,fidelidade_lider
2569,7,2003-11-01,PP,dispersao
2570,85,2003-11-01,PDT,rice
2571,9,2003-11-01,PDT,num_deputados
2572,90,2003-11-01,PDT,governismo
2573,92,2003-11-01,PDT,fidelidade_lider
2574,6,2003-11-01,PDT,dispersao
2575,95,2003-11-01,PPS,rice
2576,14,2003-11-01,PPS,num_deputados
2577,96,2003-11-01,PPS,governismo
2578,98,2003-11-01,PPS,fidelidade_lider
2579,1,2003-11-01,PPS,dispersao
2580,86,2009-08-01,PSC,rice
2581,7,2009-08-01,PSC,num_deputados
2582,77,2009-08-01,PSC,governismo
2583,98,2009-08-01,PSC,fidelidade_lider
2584,4,2009-08-01,PSC,dispersao
2585,97,2009-08-01,PT,rice
2586,56,2009-08-01,PT,num_deputados
2587,96,2009-08-01,PT,governismo
2588,99,2009-08-01,PT,fidelidade_lider
2589,1,2009-08-01,PT,dispersao
2590,86,2009-08-01,PMDB,rice
2591,62,2009-08-01,PMDB,num_deputados
2592,83,2009-08-01,PMDB,governismo
2593,93,2009-08-01,PMDB,fidelidade_lider
2594,6,2009-08-01,PMDB,dispersao
2595,88,2009-08-01,PTB,rice
2596,15,2009-08-01,PTB,num_deputados
2597,84,2009-08-01,PTB,governismo
2598,94,2009-08-01,PTB,fidelidade_lider
2599,4,2009-08-01,PTB,dispersao
2600,82,2009-08-01,PV,rice
2601,8,2009-08-01,PV,num_deputados
2602,77,2009-08-01,PV,governismo
2603,95,2009-08-01,PV,fidelidade_lider
2604,6,2009-08-01,PV,dispersao
2605,86,2009-08-01,PSB,rice
2606,19,2009-08-01,PSB,num_deputados
2607,82,2009-08-01,PSB,governismo
2608,94,2009-08-01,PSB,fidelidade_lider
2609,6,2009-08-01,PSB,dispersao
2610,97,2009-08-01,PSOL,rice
2611,3,2009-08-01,PSOL,num_deputados
2612,65,2009-08-01,PSOL,governismo
2613,100,2009-08-01,PSOL,fidelidade_lider
2614,1,2009-08-01,PSOL,dispersao
2615,0,2009-08-01,PHS,rice
2616,1,2009-08-01,PHS,num_deputados
2617,91,2009-08-01,PHS,governismo
2618,0,2009-08-01,PHS,dispersao
2619,90,2009-08-01,PR,rice
2620,27,2009-08-01,PR,num_deputados
2621,82,2009-08-01,PR,governismo
2622,96,2009-08-01,PR,fidelidade_lider
2623,4,2009-08-01,PR,dispersao
2624,78,2009-08-01,DEM,rice
2625,34,2009-08-01,DEM,num_deputados
2626,51,2009-08-01,DEM,governismo
2627,94,2009-08-01,DEM,fidelidade_lider
2628,8,2009-08-01,DEM,dispersao
2629,63,2009-08-01,PRB,rice
2630,2,2009-08-01,PRB,num_deputados
2631,89,2009-08-01,PRB,governismo
2632,90,2009-08-01,PRB,fidelidade_lider
2633,1,2009-08-01,PRB,dispersao
2634,80,2009-08-01,PMN,rice
2635,3,2009-08-01,PMN,num_deputados
2636,89,2009-08-01,PMN,governismo
2637,93,2009-08-01,PMN,fidelidade_lider
2638,4,2009-08-01,PMN,dispersao
2639,77,2009-08-01,PSDB,rice
2640,35,2009-08-01,PSDB,num_deputados
2641,50,2009-08-01,PSDB,governismo
2642,89,2009-08-01,PSDB,fidelidade_lider
2643,8,2009-08-01,PSDB,dispersao
2644,83,2009-08-01,PP,rice
2645,25,2009-08-01,PP,num_deputados
2646,82,2009-08-01,PP,governismo
2647,93,2009-08-01,PP,fidelidade_lider
2648,7,2009-08-01,PP,dispersao
2649,13,2009-08-01,PTC,rice
2650,1,2009-08-01,PTC,num_deputados
2651,55,2009-08-01,PTC,governismo
2652,45,2009-08-01,PTC,fidelidade_lider
2653,3,2009-08-01,PTC,dispersao
2654,88,2009-08-01,PDT,rice
2655,18,2009-08-01,PDT,num_deputados
2656,84,2009-08-01,PDT,governismo
2657,96,2009-08-01,PDT,fidelidade_lider
2658,4,2009-08-01,PDT,dispersao
2659,0,2009-08-01,PTdoB,rice
2660,1,2009-08-01,PTdoB,num_deputados
2661,83,2009-08-01,PTdoB,governismo
2662,0,2009-08-01,PTdoB,dispersao
2663,80,2009-08-01,PPS,rice
2664,7,2009-08-01,PPS,num_deputados
2665,52,2009-08-01,PPS,governismo
2666,93,2009-08-01,PPS,fidelidade_lider
2667,6,2009-08-01,PPS,dispersao
2668,79,2014-08-01,PSC,rice
2669,8,2014-08-01,PSC,num_deputados
2670,66,2014-08-01,PSC,governismo
2671,96,2014-08-01,PSC,fidelidade_lider
2672,5,2014-08-01,PSC,dispersao
2673,92,2014-08-01,PT,rice
2674,61,2014-08-01,PT,num_deputados
2675,92,2014-08-01,PT,governismo
2676,98,2014-08-01,PT,fidelidade_lider
2677,3,2014-08-01,PT,dispersao
2678,88,2014-08-01,PMDB,rice
2679,47,2014-08-01,PMDB,num_deputados
2680,73,2014-08-01,PMDB,governismo
2681,96,2014-08-01,PMDB,fidelidade_lider
2682,4,2014-08-01,PMDB,dispersao
2683,86,2014-08-01,PSD,rice
2684,27,2014-08-01,PSD,num_deputados
2685,66,2014-08-01,PSD,governismo
2686,96,2014-08-01,PSD,fidelidade_lider
2687,5,2014-08-01,PSD,dispersao
2688,54,2014-08-01,PRP,rice
2689,2,2014-08-01,PRP,num_deputados
2690,77,2014-08-01,PRP,governismo
2691,93,2014-08-01,PRP,fidelidade_lider
2692,1,2014-08-01,PRP,dispersao
2693,82,2014-08-01,PTB,rice
2694,10,2014-08-01,PTB,num_deputados
2695,71,2014-08-01,PTB,governismo
2696,95,2014-08-01,PTB,fidelidade_lider
2697,6,2014-08-01,PTB,dispersao
2698,86,2014-08-01,PV,rice
2699,5,2014-08-01,PV,num_deputados
2700,74,2014-08-01,PV,governismo
2701,97,2014-08-01,PV,fidelidade_lider
2702,5,2014-08-01,PV,dispersao
2703,91,2014-08-01,PSB,rice
2704,17,2014-08-01,PSB,num_deputados
2705,58,2014-08-01,PSB,governismo
2706,97,2014-08-01,PSB,fidelidade_lider
2707,3,2014-08-01,PSB,dispersao
2708,98,2014-08-01,PSOL,rice
2709,3,2014-08-01,PSOL,num_deputados
2710,54,2014-08-01,PSOL,governismo
2711,100,2014-08-01,PSOL,fidelidade_lider
2712,0,2014-08-01,PSOL,dispersao
2713,85,2014-08-01,PR,rice
2714,20,2014-08-01,PR,num_deputados
2715,75,2014-08-01,PR,governismo
2716,95,2014-08-01,PR,fidelidade_lider
2717,5,2014-08-01,PR,dispersao
2718,0,2014-08-01,PSDC,rice
2719,1,2014-08-01,PSDC,num_deputados
2720,78,2014-08-01,PSDC,governismo
2721,100,2014-08-01,PSDC,fidelidade_lider
2722,0,2014-08-01,PSDC,dispersao
2723,95,2014-08-01,DEM,rice
2724,19,2014-08-01,DEM,num_deputados
2725,59,2014-08-01,DEM,governismo
2726,99,2014-08-01,DEM,fidelidade_lider
2727,2,2014-08-01,DEM,dispersao
2728,91,2014-08-01,PRB,rice
2729,4,2014-08-01,PRB,num_deputados
2730,81,2014-08-01,PRB,governismo
2731,99,2014-08-01,PRB,fidelidade_lider
2732,1,2014-08-01,PRB,dispersao
2733,82,2014-08-01,SDD,rice
2734,14,2014-08-01,SDD,num_deputados
2735,64,2014-08-01,SDD,governismo
2736,93,2014-08-01,SDD,fidelidade_lider
2737,7,2014-08-01,SDD,dispersao
2738,92,2014-08-01,PCdoB,rice
2739,11,2014-08-01,PCdoB,num_deputados
2740,85,2014-08-01,PCdoB,governismo
2741,100,2014-08-01,PCdoB,fidelidade_lider
2742,3,2014-08-01,PCdoB,dispersao
2743,71,2014-08-01,PMN,rice
2744,2,2014-08-01,PMN,num_deputados
2745,65,2014-08-01,PMN,governismo
2746,93,2014-08-01,PMN,fidelidade_lider
2747,4,2014-08-01,PMN,dispersao
2748,91,2014-08-01,PSDB,rice
2749,29,2014-08-01,PSDB,num_deputados
2750,61,2014-08-01,PSDB,governismo
2751,96,2014-08-01,PSDB,fidelidade_lider
2752,4,2014-08-01,PSDB,dispersao
2753,83,2014-08-01,PP,rice
2754,22,2014-08-01,PP,num_deputados
2755,67,2014-08-01,PP,governismo
2756,94,2014-08-01,PP,fidelidade_lider
2757,6,2014-08-01,PP,dispersao
2758,80,2014-08-01,PDT,rice
2759,13,2014-08-01,PDT,num_deputados
2760,71,2014-08-01,PDT,governismo
2761,92,2014-08-01,PDT,fidelidade_lider
2762,7,2014-08-01,PDT,dispersao
2763,69,2014-08-01,PTdoB,rice
2764,2,2014-08-01,PTdoB,num_deputados
2765,74,2014-08-01,PTdoB,governismo
