"ID_VOTACAO";"DATA";"HORA";"ORIENTACAO_GOVERNO";"TIPO";"NUMERO";"ANO";"EMENTA";"O_QUE_FOI_VOTADO";"LINGUAGEM_COMUM";;;;;;;;;;
"S12014";120627;"19:00:00";"Não";"PLV";13;2012;"Dispõe sobre a incidência do imposto sobre a renda nas operações que especifica; altera as Leis nºs 11.478, de 29 de maio de 2007, 6.404, de 15 de dezembro de 1976, 9.430, de 27 de dezembro de 1996, 12.350, de 20 de dezembro de 2010, 11.196, de 21 de novembro de 2005, 8.248, de 23 de outubro de 1991, 9.648, de 27 de maio de 1998...";"Requerimentos nºs 603";" 604 e 605";" de 2012 - Destaque para votação em separado do art. 28 do PLV nº 13";" de 2012";"Imposto de renda";;;;;;;
"S12015";120704;"20:00:00";"Sim";"PEC";103;2011;"Acrescenta o inciso VIII-A ao § 2º do art. 155 da Constituição Federal";" para modificar a sistemática de cobrança do imposto sobre operações relativas à circulação de mercadorias e sobre prestações de serviços de transporte interestadual e intermunicipal e de comunicação incidente sobre as operações e prestações realizadas de forma não presencial e que destinem bens e serviços a consumidor final localizado em outro Estado. ";"Votação da PEC 103";" de 2011";" na forma do texto consolidado da CCJ (1º Turno).";"Cobrança de ICMS no comércio eletrônico";;;;;;;
"S12016";120704;"21:00:00";"Sim";"PEC";103;2011;"Acrescenta o inciso VIII-A ao § 2º do art. 155 da Constituição Federal";" para modificar a sistemática de cobrança do imposto sobre operações relativas à circulação de mercadorias e sobre prestações de serviços de transporte interestadual e intermunicipal e de comunicação incidente sobre as operações e prestações realizadas de forma não presencial e que destinem bens e serviços a consumidor final localizado em outro Estado. ";"Votação da PEC 103";" de 2011";" na forma do texto consolidado da CCJ (2º Turno).";"Cobrança de ICMS no comércio eletrônico";;;;;;;
"S12017";120704;"22:00:00";"Sim";"PEC";86;2007;"Altera o § 2º do art. 55 da Constituição Federal. (Determina o voto aberto para a perda de mandato de Deputados e Senadores). ";"Votação da PEC 86";" de 2007 (1º Turno).";"Voto aberto para perda de mandato no Congresso";;;;;;;;;
"S12018";120704;"23:00:00";"Sim";"PEC";86;2007;"Altera o § 2º do art. 55 da Constituição Federal. (Determina o voto aberto para a perda de mandato de Deputados e Senadores). ";"Votação da PEC 86";" de 2007 (2º Turno)";"Voto aberto para perda de mandato no Congresso";;;;;;;;;
"S12019";120807;"00:00:00";"Sim";"PLS";198;2007;"Acrescenta parágrafo ao Art. 1º da Lei Complementar nº 110";" de 2001";" estabelecendo prazo para a extinção de contribuição social. ";"Emenda nº2 - CCJ ao PLS nº 198";" de 2007";"Prazo para extinção da contribuição social";;;;;;;
"S12020";120807;"01:00:00";"Sim";"PLS";198;2007;"Acrescenta parágrafo ao Art. 1º da Lei Complementar nº 110";" de 2001";" estabelecendo prazo para a extinção de contribuição social. ";"Projeto de Lei do Senado nº 198";" de 2007-Complementar";"Prazo para extinção da contribuição social";;;;;;;
"S12021";120807;"02:00:00";"Sim";"PEC";33;2009;"Acrescenta o art. 220-A à Constituição Federal";" para dispor sobre a exigência do diploma de curso superior de comunicação social";" habilitação jornalismo";" para o exercício da profissão de jornalista. ";"Proposta de Emenda à Constituição nº 33";" de 2009 (2º turno)";"Exigência de diploma para jornalistas";;;;;;
"S12022";120807;"03:00:00";"Sim";"PLS";652;2011;"Modifica as Leis nº 8.212 e 8.213";" de 24 de julho de 1991";" para dispor sobre a aposentadoria especial dos garçons.";"Projeto de Lei do Senado nº 652";" de 2011";"Aposentadoria dos garçons";;;;;;;
"S12023";120807;"04:00:00";"Sim";"PLS";652;2011;"Modifica as Leis nº 8.212 e 8.213";" de 24 de julho de 1991";" para dispor sobre a aposentadoria especial dos garçons.";"Emenda nº1 - CAS ao PLS 652";" de 2011";"Aposentadoria dos garçons";;;;;;;
"S12024";120808;"05:00:00";"Sim";"PEC";63;2011;"Altera a redação do art. 3º da Emenda Constittucional nº 62";" de 9 de dezembro de 2009";" para ampliar o prazo de adesão ao regime especial de precatório até a data de 31 de dezembro de 2012. ";"Votação da Emenda nº 1-CCJ (SUBSTITUTIVO) à Proposta de Emenda à Constituição nº 63";" de 2011 - 1º Turno (altera a redação do art. 3º da Emenda Constitucional nº 62";" de 9 de dezembro de 2009";" para ampliar o prazo de adesão ao regime especial de precatórios até a data de 31 de dezembro de 2012).";"Regime especial de precatórios";;;;;
"S12025";120808;"06:00:00";"Sim";"PEC";82;2011;"Altera o art. 134 da Constituição Federal. ";"Votação em 2º turno da Proposta de Emenda à Constituição nº 82";" de 2011 (altera o art. 134 da Constituição Federal - Defensoria Pública da União).";"Autonomia da Denfesoria Pública da União";;;;;;;;;
"S12026";120808;"07:00:00";"Sim";"PEC";82;2011;"Altera o art. 134 da Constituição Federal. ";"Votação em 1º turno da Proposta de Emenda à Constituição nº 82";" de 2011 (altera o art. 134 da Constituição Federal - Defesoria Pública da União).";"Autonomia da Denfesoria Pública da União";;;;;;;;;
"S12027";120829;"08:00:00";"Sim";"PEC";65;2011;"Altera o art. 27 do Ato das Disposições Constitucionais Transitórias para criar o Tribunal Regional Federal da 6ª Região";" em Belo Horizonte";" Minas Gerais.";"Votação em 1º turno da PEC nº 65";" de 2011.";"Cria Tribunal Regional Federal em MG";;;;;;;
"S12028";120829;"09:00:00";"Sim";"PEC";65;2011;"Altera o art. 27 do Ato das Disposições Constitucionais Transitórias para criar o Tribunal Regional Federal da 6ª Região";" em Belo Horizonte";" Minas Gerais.";"Votação da Emenda nº 1 - CCJ à PEC nº 65";" de 2011 (1º turno).";"Cria Tribunal Regional Federal em MG";;;;;;;
"S12029";120912;"10:00:00";"Não";"PL";16;2012;"Altera a Lei nº 10.836, de 9 de janeiro de 2004; dispõe sobre o apoio financeiro da União aos Municípios e ao Distrito Federal para ampliação da oferta da educação infantil; e dá outras providências.";"Votação dos requerimentos nº 819 e 820";" de 2012";" referentes ao PLV nº 16";" de 2012.";"Aumento dos vencimentos do quadro de servidores da escola";;;;;;;
"S12030";120912;"11:00:00";"Sim";"PEC";34;2012;"Acrescenta o art. 216-A à Constituição Federal para instituir o Sistema Nacional de Cultura.";"Proposta de Emenda à Constituição nº 34";" de 2012 (1º turno)";"Sistema Nacional de Cultura";;;;;;;;;
"S12031";120912;"12:00:00";"Sim";"PEC";34;2012;"Acrescenta o art. 216-A à Constituição Federal para instituir o Sistema Nacional de Cultura.";"Proposta de Emenda à Constituição nº 34";" de 2012 (2º turno).";"Sistema Nacional de Cultura";;;;;;;;;
"S12032";121107;"13:00:00";"Sim";"PLC";32;2012;"Modifica a Lista de serviços tributáveis pelo Imposto sobre Serviços de Qualquer Natureza — ISS anexa à Lei Complementar nº 116";" de 31 de julho de 2003.";"Votação do Projeto de Lei da Câmara nº 32";" de 2012 - Complementar.";"Imposto sobre Serviços de Qualquer Natureza";;;;;;;;
"S12033";121107;"14:00:00";"Sim";"PLC";32;2012;"Modifica a Lista de serviços tributáveis pelo Imposto sobre Serviços de Qualquer Natureza — ISS anexa à Lei Complementar nº 116";" de 31 de julho de 2003.";"Votação da Emenda nº 1 CCJ de Redação ao PLC nº 32/2012 - Complementar";"Imposto sobre Serviços de Qualquer Natureza";;;;;;;;;
"S12034";121107;"15:00:00";"Sim";"PEC";65;2011;"Altera o art. 27 do Ato das Disposições Constitucionais Transitórias para criar o Tribunal Regional Federal da 6ª Região";" em Belo Horizonte";" Minas Gerais.";"Votação da Proposta de Emenda à Constituição nº 65";" de 2011 (2º turno).";"Criação de Tribunal Regional Federal em Minas Gerais";;;;;;;
"S12035";121217;"16:00:00";"Sim";"PLV";26;2012;"Dispõe sobre medidas tributárias referentes à realização";" no Brasil";" dos Jogos Olímpicos de 2016 e dos Jogos Paraolímpicos de 2016.";"Votação dos pressupostos de relevância e urgência da MPV nº 584";" de 2012.";"Isenção de impostos para Olimpíadas do Rio";;;;;;;
"S12036";121218;"17:00:00";"Não";"PLV";30;2012;"Dispõe sobre as concessões de geração";" transmissão e distribuição de energia elétrica";" sobre a redução dos encargos setoriais";" sobre a modicidade tarifária";" e dá outras providências.";"Requerimentos nº 1172";" 1173 e 1174";" de 2012 (destaque)";"MP que reduz tarifa de energia";;;;
"S13009";130319;"14:00:00";"Sim";"PEC";66;2012;"Proposta de Emenda à Constituição nº 66";" de 2012";" que altera a redação do parágrafo único do art. 7º da Constituição Federal para estabelecer a igualdade de direitos trabalhistas entre os trabalhadores domésticos e demais trabalhadores urbanos e rurais";;;;;;;;;;
"S13010";130319;"14:00:00";"Sim";"PEC";66;2012;;"Emenda nº 1 CCJ de Redação à Proposta de Emenda à Constituição nº 66";" de 2012 (1º turno).";;;;;;;;;;
"S13016";130410;"14:00:00";"Sim";"PLS";192;2011;;"Votação do Substitutivo do PLS nº 192. de 2011 - Comp (Turno Suplementar)";;;;;;;;;;;
"S13017";130410;"14:00:00";"Não";"PLS";192;2011;;"Votação da Emenda nº 27 ao Substitutivo ao PLS nº 192";" de 2011 - Comp (Turno Suplementar)";;;;;;;;;;
"S13018";130410;"14:00:00";"Não";"PLS";192;2011;;"Votação do Requerimento nº 299";" de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN.";;;;;;;;;;
"S13019";130410;"14:00:00";"Não";"PLS";192;2011;;"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192";" de 2011 - Comp (Turno Suplementar)";;;;;;;;;;
"S13034";130516;"11:00:00";"Sim";"PLV";9;2013;;"Pressupostos constitucionais de relevância";" urgência e adequação financeira e orçamentária da Medida Provisória nº 595";" de 2012 (verificação)";;;;;;;;;
"S13035";130516;"11:00:00";"Sim";"PLV";9;2013;;"Projeto de Lei de Conversão nº 9";" de 2013 (MPV 595/2012) Dispõe sobre a exploração direta e indireta";" pela União";" de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários";" e dá outras providências.";;;;;;;
"S13036";130528;"14:00:00";"Sim";"PLV";10;2013;;"Votação quanto aos pressupostos constitucionais de relevância";" urgência e adequação financeira e orçamentária da Medida Provisória nº 600";" de 2012.";;;;;;;;;
"S13040";130326;"14:00:00";"Sim";"PEC";66;2012;;"Votação";" em 2º turno da Proposta de Emenda à Constituição nº 66";" de 2012";" que altera a redação do parágrafo único do art. 7º da Constituição Federal para estabelecer a igualdade de direitos trabalhistas entre os trabalhadores domésticos e demais trabalhadores urbanos e rurais.";;;;;;;;
"S13041";130409;"14:00:00";"Sim";"PLS";192;2011;;"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar";;;;;;;;;;;
5112;130618;"14:00:00";"Não";"PLV";15;2013;;"Votação da emenda nº 34 à Medida Provisória nº 609";" de 2013 (Verificação)";;;;;;;;;;
5115;130618;"14:00:00";"Não";"PLS";240;2013;;"Votação do Requerimento nº 647";" de 2013 (Verificação).";;;;;;;;;;
5116;130618;"14:00:00";"Sim";"PLS";240;2013;;"Votação";" em turno único";" do Projeto de Lei do Senado nº 240";" de 2013 - Complementar.";;;;;;;;
5117;130626;"12:30:00";"Sim";"PLS";240;2013;;"Votação do caput da emenda nº 1 da Câmara dos Deputados ao PLS nº 240/2013 - Complementar";;;;;;;;;;;
5118;130626;"12:30:00";"Não";"PLS";240;2013;;"Votacão a emenda nº 2 ao PLS 240/2013 - Complementar";;;;;;;;;;;
5119;130626;"12:30:00";"Não";"PLS";240;2013;;"Votação do § único da emenda nº 1 da Câmara dos Deputados ao PLS 240/2013 - Complementar";;;;;;;;;;;
5141;130710;"14:00:00";"Sim";"PEC";3;2011;;"Proposta de Emenda à Constituição nº 3";" de 2011(1º turno)";;;;;;;;;;
5142;130710;"14:00:00";"Não";"PEC";3;2011;;"Parágrafo 3º do art. 2º da PEC nº 3/2011.";;;;;;;;;;;
5143;130710;"14:00:00";"Sim";"PEC";3;2011;;"Emendas nºs 1 a 5";" 8 e 9 - CCJ e 10 - PLEN a PEC nº 3/2011.";;;;;;;;;;
5144;130710;"14:00:00";"Não";"PEC";3;2011;;"Emendas nºs 6 e 7 CCJ a PEC nº 3/2011.";;;;;;;;;;;
5145;130710;"14:00:00";"Sim";"PEC";3;2011;;"Proposta de Emenda à Constituição nº 3/2011 (2º turno)";;;;;;;;;;;
5138;130710;"14:00:00";"Sim";"PRS";39;2013;;"Projeto de Resolução nº 39";" de 2013 (verificação)";;;;;;;;;;
5139;130710;"14:00:00";"Sim";"PEC";11;2003;;"Emenda 2 (Substitutivo) a PEC 11/2003 (1º Truno)";;;;;;;;;;;
5140;130710;"14:00:00";"Sim";"PEC";11;2003;;"Emenda nº 2 (Substitutivo) a PEC nº 11/2003 (2º turno)";;;;;;;;;;;
5146;130711;"14:00:00";"Sim";"PLS";224;2013;;"Projeto de Lei do Senado nº 224 de 2013 (Complementar)";;;;;;;;;;;
5147;130711;"14:00:00";"Sim";"PLS";224;2013;;"Emendas de parecer favorável ao PLS nº 224/2013 (Complementar)";;;;;;;;;;;
5148;130711;"14:00:00";"Não";"PLS";224;2013;;"Emendas de parecer contrário ao PLS nº 224/2013 (Complementar)";;;;;;;;;;;
5137;130709;"14:00:00";"Sim";"PEC";37;2011;;"Votacação da Proposta de Emenda à Constituição nº 37, de 2011, que altera os arts. 46 e 56 da Constituição Federal, para reduzir de dois para um o número de suplentes de Senador;vedar a eleição de suplente que seja cônjuge, parente e consanguíneos ou afim, até o segundo grau ou por adoção do titular e dá outras providências.";;;;;;;;;;;
5120;130702;"14:00:00";"Sim";"PLS";105;2011;;"Votação do Projeto de Lei do Senado de nº 105/2011(Complementar)";" que altera a Lei Complementar nº 123/2006 (Inclui serviços de advocacia no Simples Nacional).";;;;;;;;;;
5122;130702;"14:00:00";"Sim";"PEC";6;2012;;"Votação da emenda º 2 (Substitutivo) a Proposta de Emenda à Constituição nº 6/2012 (1º Turno).";;;;;;;;;;;
5123;130702;"14:00:00";"Sim";"PEC";6;2012;;"Votação do Substitutivo à Proposta de Emenda à Constituição nº 6/2012 (2º Turno).";;;;;;;;;;;
5124;130702;"14:00:00";"Não";"PEC";6;2012;;"Votação da alínea ""B"" do inciso I do art. 37 do substitutivo a PEC nº 6/2012";;;;;;;;;;;
5120;130702;"14:00:00";"Sim";"PLS";105;2011;;"Votação do Projeto de Lei do Senado de nº 105/2011(Complementar)";" que altera a Lei Complementar nº 123/2006 (Inclui serviços de advocacia no Simples Nacional).";;;;;;;;;;
5122;130702;"14:00:00";" Sim";"PEC";6;2012;;"Votação da emenda º 2 (Substitutivo) a Proposta de Emenda à Constituição nº 6/2012 (1º Turno).";;;;;;;;;;;
5123;130702;"14:00:00";" Sim";"PEC";6;2012;;"Votação do Substitutivo à Proposta de Emenda à Constituição nº 6/2012 (2º Turno).";;;;;;;;;;;
5124;130702;"14:00:00";" Não";"PEC";6;2012;;"Votação da alínea ""B"" do inciso I do art. 37 do substitutivo a PEC nº 6/2012";;;;;;;;;;;
5137;130709;"14:00:00";" Sim";"PEC";37;2011;;"Votacação da Proposta de Emenda à Constituição nº 37, de 2011, que altera os arts. 46 e 56 da Constituição Federal, para reduzir de dois para um o número de suplentes de Senador;vedar a eleição de suplente que seja cônjuge, parente e consanguíneos ou afim, até o segundo grau ou por adoção do titular e dá outras providências.";;;;;;;;;;;
5141;130710;"14:00:00";" Sim";"PEC";3;2011;;"Proposta de Emenda à Constituição nº 3";" de 2011(1º turno)";;;;;;;;;;
5142;130710;"14:00:00";" Não";"PEC";3;2011;;"Parágrafo 3º do art. 2º da PEC nº 3/2011.";;;;;;;;;;;
5143;130710;"14:00:00";" Sim";"PEC";3;2011;;"Emendas nºs 1 a 5";" 8 e 9 - CCJ e 10 - PLEN a PEC nº 3/2011.";;;;;;;;;;
5144;130710;"14:00:00";" Não";"PEC";3;2011;;"Emendas nºs 6 e 7 CCJ a PEC nº 3/2011.";;;;;;;;;;;
5145;130710;"14:00:00";" Sim";"PEC";3;2011;;"Proposta de Emenda à Constituição nº 3/2011 (2º turno)";;;;;;;;;;;
5138;130710;"14:00:00";" Sim";"PRS";39;2013;;"Projeto de Resolução nº 39";" de 2013 (verificação)";;;;;;;;;;
5139;130710;"14:00:00";" Sim";"PEC";11;2003;;"Emenda 2 (Substitutivo) a PEC 11/2003 (1º Truno)";;;;;;;;;;;
5140;130710;"14:00:00";" Sim";"PEC";11;2003;;"Emenda nº 2 (Substitutivo) a PEC nº 11/2003 (2º turno)";;;;;;;;;;;
5146;130711;"14:00:00";" Sim";"PLS";224;2013;;"Projeto de Lei do Senado nº 224 de 2013 (Complementar)";;;;;;;;;;;
5147;130711;"14:00:00";" Sim";"PLS";224;2013;;"Emendas de parecer favorável ao PLS nº 224/2013 (Complementar)";;;;;;;;;;;
5148;130711;"14:00:00";" Não";"PLS";224;2013;;"Emendas de parecer contrário ao PLS nº 224/2013 (Complementar)";;;;;;;;;;;
5152;130806;"14:00:00";" Sim";"PEC";53;2011;;"Votação";" em 1º turno";" da Emenda nº 3 (Subst.) à Proposta de Emenda à Constituição nº 53";" de 2011 (Texto Consolidado).";;;;;;;;
5153;130806;"14:00:00";" Sim";"PEC";53;2011;;"Votação";" em 2º turno";" da Proposta de Emenda à Constituição nº 53";" de 2011 (Substitutivo).";;;;;;;;
5154;130807;"14:00:00";" Sim";"PEC";122;2011;;"Votação da emenda nº 1 -CCJ (substitutivo) a PEC nº 122/2011(1º turno)";" que altera a redação do inciso VIII do § 3 do art. 142 da Constituição Federal para estender aos profissionais de saúde das Forças Armadas a possibilidade de cumulação de cargo a que se refere o art. 37";" inciso XVI";" alínea C";" da Constituição.";;;;;;;
5155;130807;"14:00:00";" Sim";"PEC";122;2011;;"Votação da emenda nº 2 -PLEN a PEC nº 122/2011 (1º turno), que altera a redação do inciso VIII do § 3 do art. 142, da Constituição Federal, para estender aos profissionais de saúde das Forças Armadas a possibilidade de cumulação de cargo a que se refere o art. 37, inciso XVI, alínea ""C"", da Constituição.";;;;;;;;;;;
5156;130807;"14:00:00";" Sim";"PEC";122;2011;;"Votação do Substitutivo Consolidado a PEC nº 122/2011 (2º turno), que altera a redação do inciso VIII do § 3 do art. 142 da Constituição Federal, para estender aos profissionais de saúde das Forças Armadas a possibilidade de cumulação de cargo a que se refere o art. 37, inciso XVI, alínea ""C"" da Constituição.";;;;;;;;;;;
5157;130807;"14:00:00";" Sim";"PLS";410;2012;;"Votação do Projeto de Lei do Senado nº 410 de 2012 (Complementar) que altera a Lei Complementar nº 94";" de 1998";" que autoriza o poder executivo a criar a Região Integrada de Desenvolvimento do Distrito Federal e Entorno - RIDE e institui o programa esepcial de desenvolvimento do Distrito Federal.";;;;;;;;;
5158;130807;"14:00:00";" Sim";"PLS";410;2012;;"Votação da emenda nº 1 CDR e emenda nº 2 Plenário com submenda ao PLS nº 410/2012 (Complementar).";;;;;;;;;;;
5173;130911;"14:00:00";" Sim";"PEC";18;2013;;"Votação da Emenda nº 1-CCJ (Substitutivo) à PEC nº 18";" de 2013 (1º turno).";;;;;;;;;;
5174;130911;"14:00:00";" Sim";"PEC";18;2013;;"Votação da Emenda nº 1-CCJ (Substitutivo) à PEC nº 18";" de 2013 (2º turno).";;;;;;;;;;
5175;130911;"14:00:00";" Não";"PEC";123;2011;;"Votação da PEC nº 123";" de 2011 (1º turno).";;;;;;;;;;
5180;130924;"14:00:00";" Sim";"PEC";123;2011;;"Votação das Emendas nº 1 - CCJ e nº 3 - Plenário, à PEC 123/2011 (1º turno), que acrescenta a alínea ""e"" ao inciso VI do art. 150 da Constituição Federal, instituindo imunidade tributária sobre os fonogramas e videofonogramas musicais produzidos no Brasil, contendo obras musicais ou literomusicais de autores brasileiros e/ou...";;;;;;;;;;;
5181;130924;"14:00:00";" Sim";"PEC";123;2011;;"Votação da Emenda nº 2 - Plenário à PEC 123/2011 (Parecer contrário), que acrescenta a alínea ""e"" ao inciso VI do art. 150 da Constituição Federal, instituindo imunidade tributária sobre os fonogramas e videofonogramas musicais produzidos no Brasil contendo obras musicais ou literomusicais de autores brasileiros e/ou...";;;;;;;;;;;
5182;130924;"14:00:00";" Não";"PEC";123;2011;;"Votação da Proposta de Emenda à Constituição nº123/2011 (2º turno), que acrescenta a alínea ""e"" ao inciso VI do art. 150 da Constituição Federal, instituindo imunidade tributária sobre os fonogramas e videofonogramas musicais produzidos no Brasil contendo obras musicais ou literomusicais de autores brasileiros e/ou...";;;;;;;;;;;
5198;131016;"14:00:00";" Não";"PLV";26;2013;;"Votação do RQS nº 1215";" de 2013 (verificação).";;;;;;;;;;
5194;131016;"14:00:00";" Sim";"SCD";98;2002;;"Votação do Substitutivo da Câmara ao PLS nº 98 de 2002 - Complementar, que ""dispõe sobre o procedimento para a criação, a incorporação, a fusão e o desmembramento de Municípios"".";;;;;;;;;;;
5196;131016;"14:00:00";" Sim";"SCD";98;2002;;"Votação do inciso VI do art. 13 do PLS nº 98, de 2002 - Complementar, que ""dispõe sobre o procedimento para a criação, a incorporação, a fusão e o desmembramento de Municípios.";;;;;;;;;;;
5197;131016;"14:00:00";" Não";"SCD";98;2002;;"Votação do inciso IV do art. 13 do PLS nº 98, de 2002 - Complementar, que ""dispõe sobre o procedimento para a criação, a incorporação, a fusão e o desmembramento de Municípios.";;;;;;;;;;;
5201;131023;"14:00:00";" Sim";"PDS";85;2013;;"Votação do Requerimento nº 1243 de 2013";" que solicita adiamento de discussão do Projeto de Decreto Legislativo nº 85 de 2013para exame da Comissão de Desenvolvimento Regional e Turismo.";;;;;;;;;;
5202;131023;"14:00:00";" Não";"PDS";85;2013;;"Votação do Projeto de Decreto Legislativo nº 85 de 2013 (verificação), que ""susta os efeitos da resolução administrativa expedida pelo Tribunal Superior Eleitoral nos autos da Petição nº. 9.495/AM, que redefine o número de Deputados Federais, Estaduais e Distritais"".";;;;;;;;;;;
5203;131105;"14:00:00";"Sim";"PEC";"0022A";2000;;"Votação da Emenda nº 1 da CCJ à PEC nº 22A/2000 (SUBSTITUTIVO), que altera os arts. 165 e 166 da Constituição Federal e acrescenta os arts. 35 - A e 35 - B ao ADCT, tornando obrigatória a execução da programação orçamentária que especifica.";;;;;;;;;;;
5204;131106;"14:00:00";"Não";"PEC";"0022A";2000;;"Emendas 3, 5, 6, 7, 8 e 10- PLEN à PEC 22A/2000";;;;;;;;;;;
5205;131106;"14:00:00";"Sim";"PEC";"0022A";2000;;"Subemenda CCJ à Emenda 2 - PLEN e emenda 9 - PLEN à PEC 22A/2000";;;;;;;;;;;
5206;131106;"14:00:00";"Não";"PEC";"0022A";2000;;"Requerimento nº 1288, de 2013, que solicita destaque da Emenda nº 4 - PLEN da PEC 22A/2000
      ";;;;;;;;;;;
5207;131106;"14:00:00";"Sim";"PEC";"0022A";2000;;"Requerimento nº 1294, de 2013, que solicita a votação em globo dos Requerimentos nº 1284 a 1293, de 2013.";;;;;;;;;;;
5208;131112;"14:00:00";"Não";"PEC";"0022A";2000;;"Votação da Emenda 4 - Plenário à PEC nº 22A, de 2000, em primeiro turno.";;;;;;;;;;;
5209;131112;"14:00:00";"Sim";"PEC";"0022A";2000;;"Votação do Substitutivo Consolidado à PEC nº 22A, de 2000, em segundo turno.";;;;;;;;;;;
5210;131113;"14:00:00";"Sim";"PEC";43;2013;;"Requerimento nº 1333, de 2013 (Verificação)";;;;;;;;;;;
5211;131113;"14:00:00";"Sim";"PEC";43;2013;;"Proposta de Emenda à Constituição nº 43/2013 (1º turno)";;;;;;;;;;;
5212;131113;"14:00:00";"Sim";"PEC";43;2013;;"Emendas nºs 2 e 3 - PLEN à PEC 43/2013 (1º turno)";;;;;;;;;;;
5222;131127;"14:00:00";"Não";"PLS";386;2012;;"Emendas Parecer Contrário ao Substitutivo ao PLS nº 386, de 2012 - Complementar";;;;;;;;;;;
5220;131127;"14:00:00";"Sim";"PLS";386;2012;;"Votação do Substituivo da CAE ao Projeto de Lei do Senado nº 386 de 2012 - Complementar.";;;;;;;;;;;
5221;131127;"14:00:00";"Sim";"PLS";386;2012;;"Votação das emendas nºs 6 e 7 ao Substitutivo ao Projeto de Lei do Senado nº 386 de 2012 - Complementar.";;;;;;;;;;;
5216;131126;"14:00:00";"Sim";"PEC";43;2013;;"Requerimento nº 1336, de 2013. (Verificação)";;;;;;;;;;;
5217;131126;"14:00:00";"Sim";"PEC";43;2013;;"Proposta de Emenda à Constituição nº 43, de 2013 (2º turno), acrescenta os §§ 1º e 2º ao art. 47 e dá nova redação aos incisos III, IV e XI do art. 52, ao § 2º do art. 55 e ao §4º do art. 66 da Constituição Federal, abaolindo a votação secreta do âmbito do Poder Legislativo.";;;;;;;;;;;
5219;131126;"14:00:00";"Não";"PEC";43;2013;;"Art. 52 da CF/88 constante do art. 1º da PEC 43/2013 (2º turno).";;;;;;;;;;;
5241;131217;"14:00:00";"Sim";"PLC";103;2012;;"Votação do Requerimento nº 1482, de 2013, de preferência à Emenda nº 4-Plenário (PLC nº 103, de 2012).";;;;;;;;;;;
"5252";"140326";"14:00:00";"Não";"PEC";"00034";"2013";"Altera os incisos XIX e XX do art. 37 e o art. 88 da Constituição Federal, para determinar que a criação e extinção de órgãos, Ministérios ou entidades da Administração Pública seja feita mediante lei complementar.";"Proposta de Emenda à Constituição nº 34, de 2013 (1º turno) - que altera os incisos XIX e XX do art. 37 e o art. 88 da Constituição Federal, para determinar que a criação e extinção de órgãos, ministérios ou entidades da administração pública seja feita mediante Lei Complementar.";"Altera a redação dos incisos XIX e XX do art. 37 e o art. 88 da Constituição Fedral, para determinar que a criação e a extinção de órgãos, Ministérios e entidades da Administração Pública seja feita por lei complementar.";;;;;;;;;;
"5251";"140326";"14:00:00";"Sim";"PEC";"00035";"2011";"Revoga o inciso I do art. 49, acrescenta inciso ao art. 52 e altera a redação do inciso VIII do art. 84 da Constituição Federal, a fim de tornar privativa do Senado Federal a competência para decidir sobre tratados, acordos ou atos internacionais.";"Emenda 1 - CCJ à PEC 35, de 2011 (substitutivo) - 1º turno.";"Revoga o inciso I do art. 49 e acrescenta o inciso XVI ao art. 52 da Constituição Federal, para transferir, das duas Casas do Congresso Nacional para o Senado Federal, a competência para resolver sobre tratados, acordos ou atos internacionais; Altera, em consequência, a redação do inciso VIII do art. 84, que atribui ao Presidente da República a atribuição de celebrar tratados, convenções e atos internacionais, que passam a ser sujeitos a referendo do Senado Federal.
      
      ";;;;;;;;;;
"5250";"140326";"14:00:00";"Sim";"PLS";"00222";"2013";"Estabelece normas gerais sobre o processo administrativo fiscal, no âmbito das administrações tributárias da União, dos Estados, do Distrito Federal e dos Municípios.";"Emendas nºs 3, 4, 5 e 6 - PLEN ao PLS nº 222, de 2013 - Complementar - que autoriza o Poder Executivo a criar a mesorregião metade sul do Estado do Rio Grande do Sul.";"Assegura aos litigantes em processo administrativo fiscal o contraditório e a ampla defesa, com os meios e recursos a ela inerentes e à observância do devido processo legal; define os recursos postos à disposição dos litigantes; os prazos para prática de atos processuais; o tratamento a ser dispensado às decisões definitivas dos órgãos julgadores; as vedações e prerrogativas dos membros dos órgãos julgadores; e adoção de súmulas vinculantes. Estabelece que a União, os Estados, o Distrito Federal e os Municípios adaptarão a sua legislação específica ao disposto na Lei Complementar no prazo máximo de um ano, contados a partir da data da publicação.
      ";;;;;;;;;;
